Product_Name|Product_Varietal|Product_Origin|Product_Price|Product_Attributes|User_Avg_Rating|User_Rating_Count|Product_Vintage|Critical_Avg_Rating|Critical_Rating_Count|Appellation_Level
Pecchenino San Giuseppe Barolo |Nebbiolo|Barolo, Piedmont, Italy|64.99|Red Wine|0.0|0|2017|91.8|5|3
Courbis Cornas Champelrose |Syrah/Shiraz|Cornas, Rhone, France|56.99|Red Wine|0.0|0|2019|92.66666666666667|3|3
Zuccardi Finca Los Membrillos |Cabernet Sauvignon|Uco Valley, Mendoza, Argentina|119.99|Red Wine|4.6|9|2013|94.0|3|3
Calluna Estate Red |Bordeaux Red Blends|Sonoma County, California, United States|74.99|Red Wine|0.0|0|2014|92.2|5|3
Bodegas Muga Flor de Muga Blanco |Other White Blends|Rioja, Spain|51.99|White Wine|3.7|14|2018|92.75|4|2
Chanin Sanford and Benedict Vineyard Pinot Noir |Pinot Noir|Sta. Rita Hills, Santa Barbara, Central Coast, California, United States|79.99|Red Wine|0.0|0|2020|93.33333333333333|3|5
Il Borro |Bordeaux Red Blends|Tuscany, Italy|73.99|Red Wine|0.0|0|2018|95.0|3|2
Capture Pine Mountain Sauvignon Blanc |Sauvignon Blanc|Pine Mountain, Sonoma County, California, United States|53.99|White Wine|0.0|0|2019|93.0|3|4
Quivira Alder Grove Sauvignon Blanc |Sauvignon Blanc|Dry Creek Valley, Sonoma County, California, United States|26.99|White Wine|3.6|21|2019|91.66666666666667|3|4
J. Lohr Hilltop Cabernet Sauvignon (ML half-bottle) |Cabernet Sauvignon|Paso Robles, Central Coast, California, United States|19.99|Red Wine|0.0|0|2020|91.33333333333333|3|4
Robert Mondavi Napa Valley Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|95.99|Red Wine|0.0|0|2019|91.33333333333333|3|3
Henschke Keyneton Estate Euphonium |Other Red Blends|Barossa, South Australia, Australia|71.99|Red Wine|5.0|5|2016|92.66666666666667|3|3
L'Ecole  Ferguson Estate Red |Bordeaux Red Blends|Walla Walla Valley, Columbia Valley, Washington, United States|69.99|Red Wine|0.0|0|2019|93.8|5|4
Ridge Lytton Springs Red Blend (ML half-bottle) |Other Red Blends|Dry Creek Valley, Sonoma County, California, United States|27.99|Red Wine|0.0|0|2019|94.8|5|4
Chateau de Vaudieu Chateauneuf-du-Pape Amiral G |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|115.99|Red Wine|0.0|0|2019|95.66666666666667|3|3
Produttori del Barbaresco Barbaresco ( Liter Bottle) |Nebbiolo|Barbaresco, Piedmont, Italy|229.99|Red Wine|0.0|0|2018|92.0|3|3
Vignamaggio Chianti Classico Monna Lisa Gran Selezione |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|55.99|Red Wine|0.0|0|2017|93.0|3|4
Cono Sur  Barrel Pinot Noir |Pinot Noir|Casablanca Valley, Chile|29.99|Red Wine|0.0|0|2019|91.0|3|2
Produttori del Barbaresco Barbaresco (. Liter Magnum) |Nebbiolo|Barbaresco, Piedmont, Italy|109.99|Red Wine|0.0|0|2018|92.0|3|3
Domaine Raymond Usseglio Chateauneuf-du-Pape La Part des Anges |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|79.99|Red Wine|0.0|0|2019|94.33333333333333|3|3
St. Supery Rutherford Merlot |Merlot|Rutherford, Napa Valley, California, United States|79.99|Red Wine|0.0|0|2018|91.5|4|4
Maggy Hawk Stormin' Pinot Noir |Pinot Noir|Anderson Valley, Mendocino, California, United States|73.99|Red Wine|0.0|0|2019|93.0|4|4
Bodegas Izadi Rioja Reserva |Tempranillo|Rioja, Spain|22.99|Red Wine|3.9|27|2018|91.66666666666667|3|2
Dierberg Drum Canyon Vineyard Pinot Noir |Pinot Noir|Sta. Rita Hills, Santa Barbara, Central Coast, California, United States|57.99|Red Wine|0.0|0|2016|92.66666666666667|3|5
Delas Cornas Chante-Perdrix |Syrah/Shiraz|Cornas, Rhone, France|84.99|Red Wine|0.0|0|2018|93.0|4|3
Small Vines Sonoma Coast Pinot Noir |Pinot Noir|Sonoma Coast, Sonoma County, California, United States|55.99|Red Wine|0.0|0|2018|92.0|3|4
Santa Ema Reserva Cabernet Sauvignon |Cabernet Sauvignon|Maipo Valley, Chile|17.99|Red Wine|3.8|72|2018|90.25|4|2
Tenuta Scersce Infinito Sforzato di Valtellina |Nebbiolo|Lombardy, Italy|60.99|Red Wine|0.0|0|2017|91.66666666666667|3|2
Bibbiano Vigna del Capannino Chianti Classico Gran Selezione |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|55.99|Red Wine|0.0|0|2019|94.0|4|4
Giant Steps Yarra Valley Pinot Noir |Pinot Noir|Yarra Valley, Victoria, Australia|50.99|Red Wine|3.8|16|2021|94.33333333333333|3|3
Terre Nere Etna Rosso Moganazzi |Other Red Blends|Sicily, Italy|44.99|Red Wine|0.0|0|2019|91.66666666666667|3|2
Bruna Grimaldi Barolo Badarina (. Liter Magnum) |Nebbiolo|Barolo, Piedmont, Italy|139.99|Red Wine|0.0|0|2018|92.33333333333333|3|3
Robert Weil Kiedrich Grafenberg Riesling Auslese (ML half-bottle) |Riesling|Rheingau, Germany|79.99|White Wine|0.0|0|2020|96.25|4|2
Bodegas Sierra Salinas Mo Monastrell |Mourvedre|Alicante, Spain|11.99|Red Wine|3.4|23|2019|90.0|3|2
Delas Crozes-Hermitage Le Clos |Syrah/Shiraz|Rhone, France|65.99|Red Wine|0.0|0|2019|93.5|4|2
Bodegas Rectoral de Amandi Matilda Nieves Mencia |Mencia|Ribeira Sacra, Spain|20.99|Red Wine|4.0|411|2020|93.0|3|2
Domaine Bott Crozes-Hermitage Rouge |Syrah/Shiraz|Crozes-Hermitage, Rhone, France|53.99|Red Wine|0.0|0|2020|92.0|3|3
Primus Carmenere |Carmenere|Colchagua Valley, Rapel Valley, Chile|20.99|Red Wine|0.0|0|2019|91.33333333333333|3|3
Emilio Moro Malleolus de Valderramiro |Tempranillo|Ribera del Duero, Spain|149.99|Red Wine|0.0|0|2018|95.25|4|2
Weingut Gunther Steinmetz Piesporter Treppchen Riesling |Riesling|Mosel, Germany|56.99|White Wine|0.0|0|2016|93.25|4|2
ROCO RMS Brut |Vintage Sparkling Wine|Willamette Valley, Oregon, United States|65.99|Sparkling & Champagne|3.4|22|2016|91.66666666666667|3|3
Chateau Arnauld |Bordeaux Red Blends|Haut Medoc, Bordeaux, France|41.99|Red Wine|4.7|33|2018|93.66666666666667|3|3
Grounded Wine Co. Public Radio Paso Robles Red |Rhone Red Blends|Paso Robles, Central Coast, California, United States|31.99|Red Wine|3.8|52|2017|91.33333333333333|3|4
Cannonball Merlot |Merlot|Sonoma County, California, United States|15.99|Red Wine|4.1|18|2019|89.0|3|3
Borreo by Silverado Vineyards Sangiovese |Sangiovese|Napa Valley, California, United States|37.99|Red Wine|3.9|10|2018|90.66666666666667|3|3
El Enemigo Bonarda |Bonarda|Mendoza, Argentina|31.99|Red Wine|4.1|47|2018|92.0|3|2
Trapiche Oak Cask Cabernet Sauvignon |Cabernet Sauvignon|Mendoza, Argentina|9.99|Red Wine|3.9|7|2021|89.33333333333333|3|2
Maquis Lien |Other Red Blends|Colchagua Valley, Rapel Valley, Chile|34.99|Red Wine|0.0|0|2017|91.75|4|3
Domaine les Pallieres Gigondas Les Racines |Rhone Red Blends|Gigondas, Rhone, France|52.99|Red Wine|0.0|0|2020|94.66666666666667|3|3
Terroir Al Limit Terra de Cuques Rouge |Other Red Blends|Priorat, Spain|58.99|Red Wine|0.0|0|2018|92.66666666666667|3|2
Shaw + Smith Sauvignon Blanc |Sauvignon Blanc|Adelaide Hills, South Australia, Australia|24.99|White Wine|3.9|209|2021|92.8|5|3
K Vintners Rockgarden Syrah |Syrah/Shiraz|Walla Walla Valley, Columbia Valley, Washington, United States|54.99|Red Wine|0.0|0|2018|94.0|3|4
Maquis Cabernet Sauvignon |Cabernet Sauvignon|Colchagua Valley, Rapel Valley, Chile|19.99|Red Wine|3.5|31|2017|90.5|4|3
Col d'Orcia Olmaia Cabernet Sauvignon |Cabernet Sauvignon|Tuscany, Italy|69.99|Red Wine|0.0|0|2015|93.5|4|2
Yalumba Samuel's Collection Shiraz |Syrah/Shiraz|Barossa, South Australia, Australia|19.99|Red Wine|3.8|231|2018|91.33333333333333|3|3
Chateau Maris Les Amandiers |Syrah/Shiraz|Minervois La Liviniere, Minervois, Languedoc, South of France, France|79.99|Red Wine|4.7|5|2016|92.75|4|5
J. Christopher Dundee Hills Volcanique Pinot Noir |Pinot Noir|Dundee Hills, Willamette Valley, Oregon, United States|39.99|Red Wine|3.8|24|2017|92.25|4|4
Castello di Bossi Chianti Classico Gran Selezione |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|55.99|Red Wine|3.8|7|2018|92.0|5|4
Trione River Road Ranch Chardonnay |Chardonnay|Russian River, Sonoma County, California, United States|34.99|White Wine|0.0|0|2018|91.0|3|4
Concha y Toro Marques de Casa Concha Chardonnay |Chardonnay|Limari Valley, Chile|21.99|White Wine|3.7|42|2018|91.2|5|2
Banfi Brunello di Montalcino Riserva Poggio Alle Mura |Sangiovese|Montalcino, Tuscany, Italy|159.99|Red Wine|0.0|0|2016|96.66666666666667|3|3
MacRostie Wildcat Mountain Vineyard Chardonnay |Chardonnay|Sonoma Coast, Sonoma County, California, United States|45.99|White Wine|3.9|6|2017|92.0|3|4
Foley Johnson Estate Cabernet Sauvignon |Cabernet Sauvignon|Rutherford, Napa Valley, California, United States|49.99|Red Wine|0.0|0|2019|92.33333333333333|3|4
Chateau de Vaudieu L'Avenue Chateauneuf-du-Pape |Rhone Red Blends|Chateauneuf-du-Pape, Rhone, France|115.99|Red Wine|0.0|0|2019|96.0|3|3
Foxen Block UU Bien Nacido Chardonnay |Chardonnay|Santa Maria Valley, Central Coast, California, United States|38.99|White Wine|0.0|0|2019|92.5|4|4
Ornellaia ( Liter Bottle) |Bordeaux Red Blends|Tuscany, Italy|1,169.99|Red Wine|0.0|0|2018|96.16666666666667|6|2
Schug Sauvignon Blanc |Sauvignon Blanc|Sonoma Coast, Sonoma County, California, United States|28.99|White Wine|3.9|14|2021|91.0|3|4
Ferrari Giulio Ferrari Riserva del Fondatore |Vintage Sparkling Wine|Trentino, Trentino-Alto Adige, Italy|179.99|Sparkling & Champagne|0.0|0|2009|94.66666666666667|3|3
Castello di Ama Haiku |Other Red Blends|Chianti, Tuscany, Italy|68.99|Red Wine|0.0|0|2018|93.66666666666667|3|3
Au Bon Climat Knox Alexander Pinot Noir |Pinot Noir|Santa Maria Valley, Central Coast, California, United States|58.99|Red Wine|0.0|0|2018|92.66666666666667|3|4
Qupe Central Coast Syrah |Syrah/Shiraz|Central Coast, California, United States|19.99|Red Wine|4.3|7|2019|90.0|4|3
Mendel Unus |Bordeaux Red Blends|Mendoza, Argentina|49.99|Red Wine|0.0|0|2019|93.33333333333333|3|2
Les Alexandrins Maison Crozes-Hermitage |Syrah/Shiraz|Crozes-Hermitage, Rhone, France|35.99|Red Wine|3.5|38|2018|91.0|3|3
Glaetzer Bishop Shiraz |Syrah/Shiraz|Barossa Valley, Barossa, South Australia, Australia|35.99|Red Wine|4.0|15|2017|91.66666666666667|3|4
Red Newt Cellars Dry Riesling |Riesling|Finger Lakes, New York, United States|19.99|White Wine|3.7|17|2017|90.75|4|3
Clos Du Val Napa Valley Cabernet Sauvignon (. Liter Magnum) |Cabernet Sauvignon|Napa Valley, California, United States|119.99|Red Wine|0.0|0|2019|92.0|4|3
Bodegas Jorge Ordonez Malaga Botani Old Vines Moscatel |Muscat|Sierras de Malaga, Spain|22.99|White Wine|0.0|0|2021|91.33333333333333|3|2
Domaine de la Solitude Chateauneuf-du-Pape Cornelia Constanza |Grenache|Chateauneuf-du-Pape, Rhone, France|109.99|Red Wine|0.0|0|2019|95.5|4|3
Vina Real Reserva |Tempranillo|Rioja, Spain|36.99|Red Wine|0.0|0|2016|91.75|4|2
Emilio Moro La Revelia |Godello|Bierzo, Spain|45.99|White Wine|3.6|7|2017|91.66666666666667|3|2
Brittan Basalt Block Pinot Noir |Pinot Noir|McMinnville, Willamette Valley, Oregon, United States|63.99|Red Wine|0.0|0|2018|93.0|3|4
Keenan Mailbox Vineyard Spring Mountain Reserve Merlot |Merlot|Spring Mountain District, Napa Valley, California, United States|78.99|Red Wine|5.0|20|2018|92.0|3|4
Pazo de Barrantes Albarino |Albarino|Rias Baixas, Spain|69.99|White Wine|0.0|0|2019|92.33333333333333|3|2
Ornellaia ( Liter Bottle) |Bordeaux Red Blends|Tuscany, Italy|1,229.99|Red Wine|0.0|0|2019|97.25|4|2
Domaine Santa Duc Aux Lieux Dits Gigondas |Rhone Red Blends|Gigondas, Rhone, France|51.99|Red Wine|0.0|0|2019|93.0|3|3
Lange Winery Three Hills Cuvee Chardonnay |Chardonnay|Willamette Valley, Oregon, United States|39.99|White Wine|0.0|0|2019|92.0|3|3
Lavinea Tualatin Pinot Noir |Pinot Noir|Willamette Valley, Oregon, United States|62.99|Red Wine|0.0|0|2018|93.0|4|3
Au Bon Climat Sanford and Benedict Chardonnay |Chardonnay|Santa Ynez Valley, Santa Barbara, Central Coast, California, United States|39.99|White Wine|0.0|0|2018|92.0|5|5
Planeta Eruzione  Carricante |Carricante|Sicily, Italy|42.99|White Wine|0.0|0|2018|92.5|4|2
Cortonesi Poggiarelli Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|94.99|Red Wine|0.0|0|2016|94.5|4|3
Henriot Brut Vintage Rose |Sparkling Rosé|Champagne, France|125.99|Sparkling & Champagne|3.6|9|2012|93.6|5|2
Patz & Hall Sonoma Coast Pinot Noir (ML half-bottle) |Pinot Noir|Sonoma Coast, Sonoma County, California, United States|26.99|Red Wine|0.0|0|2019|91.33333333333333|3|4
Herdade do Mouchao Tinto |Alicante Bouschet|Alentejo, Portugal|71.99|Red Wine|0.0|0|2013|94.0|3|2
Ridge Grenache Blanc |Grenache Blanc|Adelaida District, Paso Robles, Central Coast, California, United States|39.99|White Wine|0.0|0|2021|91.33333333333333|3|5
Domaine des Bosquets Gigondas Lieu Dit |Rhone Red Blends|Gigondas, Rhone, France|79.99|Red Wine|0.0|0|2017|94.66666666666667|3|3
Bodegas Muga Aro |Tempranillo|Rioja, Spain|369.99|Red Wine|0.0|0|2019|97.25|4|2
Louis Jadot Savigny-les-Beaune La Dominode Premier Cru |Pinot Noir|Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France|69.99|Red Wine|0.0|0|2020|92.33333333333333|3|5
Terlan Quarz Sauvignon Blanc |Sauvignon Blanc|Alto Adige, Trentino-Alto Adige, Italy|86.99|White Wine|0.0|0|2020|95.0|3|3
Domaine des Bosquets Gigondas Reserve |Rhone Red Blends|Gigondas, Rhone, France|41.99|Red Wine|3.9|23|2018|93.75|4|3
El Enemigo Gran Enemigo Gualtallary Single Vineyard |Cabernet Franc|Mendoza, Argentina|129.99|Red Wine|4.7|11|2017|95.33333333333333|3|2
Albert Bichot Pommard Clos des Ursulines Domaine du Pavillon Monopole |Pinot Noir|Pommard, Cote de Beaune, Cote d'Or, Burgundy, France|101.99|Red Wine|0.0|0|2019|93.0|3|5
Wine & Soul Pintas |Other Red Blends|Douro, Portugal|119.99|Red Wine|0.0|0|2019|94.6|5|2
Schug Carneros Chardonnay (ML half-bottle) |Chardonnay|Carneros, California, United States|19.99|White Wine|0.0|0|2021|91.25|4|3
Contino Rioja Reserva |Tempranillo|Rioja, Spain|59.99|Red Wine|0.0|0|2018|93.33333333333333|3|2
Guigal Saint-Joseph Lieu-Dit Rouge |Syrah/Shiraz|Saint-Joseph, Rhone, France|75.99|Red Wine|2.7|6|2017|93.75|4|3
Poggio Antico Brunello di Montalcino Riserva |Sangiovese|Montalcino, Tuscany, Italy|159.99|Red Wine|4.9|21|2016|96.33333333333333|3|3
Bien Nacido Estate Chardonnay |Chardonnay|Santa Maria Valley, Central Coast, California, United States|67.99|White Wine|0.0|0|2020|93.33333333333333|3|4
Chateau Gigault Cuvee Viva |Bordeaux Red Blends|Bordeaux, France|19.99|Red Wine|4.3|65|2015|91.0|3|2
Recoltant Napa Valley Cabernet Sauvignon |Cabernet Sauvignon|Napa Valley, California, United States|60.99|Red Wine|4.3|95|2018|91.33333333333333|3|3
Blackbird Vineyards Paramour Napa Valley Proprietary Red |Bordeaux Red Blends|Napa Valley, California, United States|139.99|Red Wine|4.0|12|2016|94.5|4|3
Bodegas Lan Rioja Reserva |Tempranillo|Rioja, Spain|22.99|Red Wine|4.5|37|2016|91.66666666666667|3|2
Quinta de Roriz Vintage Port |Port|Douro, Portugal|90.99||0.0|0|2016|92.8|5|2
Bravium Anderson Valley Chardonnay |Chardonnay|Anderson Valley, Mendocino, California, United States|24.99|White Wine|0.0|0|2019|90.0|3|4
Carpineto Farnito Cabernet Sauvignon |Cabernet Sauvignon|Tuscany, Italy|39.99|Red Wine|3.3|6|2016|91.4|5|2
Dandelion Vineyards Enchanted Garden of the Eden Valley Riesling |Riesling|Eden Valley, Barossa, South Australia, Australia|23.99|White Wine|0.0|0|2021|91.0|3|4
Dehours Brut |Vintage Sparkling Wine|Champagne, France|95.99|Sparkling & Champagne|0.0|0|2014|94.0|3|2
Spring Valley Uriah |Bordeaux Red Blends|Walla Walla Valley, Columbia Valley, Washington, United States|68.99|Red Wine|4.2|6|2016|92.4|5|4
Emilio Moro Malleolus de Sanchomartin |Tempranillo|Ribera del Duero, Spain|189.99|Red Wine|0.0|0|2018|96.5|4|2
Beringer Q Red Blend |Other Red Blends|Napa Valley, California, United States|65.99|Red Wine|0.0|0|2019|91.66666666666667|3|3
Terrazas de los Andes Grand Cabernet Sauvignon |Cabernet Sauvignon|Mendoza, Argentina|65.99|Red Wine|0.0|0|2018|93.0|3|2
Vincent Gaudry Sancerre Melodie de Vieilles Vignes |Sauvignon Blanc|Sancerre, Loire, France|54.99|White Wine|0.0|0|2020|93.0|3|3
Keplinger Lithic |Rhone Red Blends|Amador, Sierra Foothills, California, United States|74.99|Red Wine|0.0|0|2016|94.66666666666667|3|4
Vina Bujanda Reserva |Tempranillo|Rioja, Spain|21.99|Red Wine|0.0|0|2016|90.66666666666667|3|2
Bruna Grimaldi Barolo Badarina ( Liter Bottle) |Nebbiolo|Barolo, Piedmont, Italy|359.99|Red Wine|0.0|0|2018|92.33333333333333|3|3
Keenan Chardonnay |Chardonnay|Spring Mountain District, Napa Valley, California, United States|42.99|White Wine|5.0|21|2019|91.0|3|4
Wirra Wirra RSW Shiraz |Syrah/Shiraz|McLaren Vale, South Australia, Australia|65.99|Red Wine|0.0|0|2013|91.5|4|3
Dr. Loosen Wehlener Sonnenuhr Alte Reben Riesling Grosses Gewachs |Riesling|Mosel, Germany|57.99|White Wine|0.0|0|2020|94.0|3|2
Qupe Bien Nacido Y Block Chardonnay |Chardonnay|Santa Maria Valley, Central Coast, California, United States|22.99|White Wine|3.6|7|2019|90.33333333333333|3|4
Mauro Veglio Barolo Paiagallo |Nebbiolo|Barolo, Piedmont, Italy|89.99|Red Wine|0.0|0|2017|93.0|5|3
Tenuta di Nozzole La Forra Chianti Classico Riserva |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|49.99|Red Wine|0.0|0|2018|93.0|3|4
Luke Cabernet Sauvignon |Cabernet Sauvignon|Wahluke Slope, Columbia Valley, Washington, United States|25.99|Red Wine|4.1|104|2019|91.0|3|4
Nals Margreid Stein Sauvignon |Sauvignon Blanc|Trentino-Alto Adige, Italy|19.99|White Wine|4.3|7|2021|91.0|3|2
Duboeuf Domaine Beranger Pouilly-Fuisse |Chardonnay|Pouilly-Fuisse, Maconnais, Burgundy, France|52.99|White Wine|0.0|0|2020|91.66666666666667|3|4
Trivento Golden Reserve Malbec |Malbec|Mendoza, Argentina|18.99|Red Wine|4.1|5|2020|91.33333333333333|3|2
Emilio Moro Malleolus |Tempranillo|Ribera del Duero, Spain|49.99|Red Wine|4.5|9|2019|92.0|4|2
Marchesi di Barolo Barolo Coste di Rose |Nebbiolo|Barolo, Piedmont, Italy|108.99|Red Wine|4.2|9|2014|91.4|5|3
Vintage Longbottom H Syrah |Syrah/Shiraz|Adelaide Hills, South Australia, Australia|35.99|Red Wine|4.1|6|2017|90.33333333333333|3|3
Campo alle Comete Bolgheri Superiore |Bordeaux Red Blends|Bolgheri, Tuscany, Italy|99.99|Red Wine|0.0|0|2017|93.0|3|3
J. Christopher Basalte Pinot Noir |Pinot Noir|Chehalem Mountains, Willamette Valley, Oregon, United States|29.99|Red Wine|3.9|14|2018|92.33333333333333|3|4
Yalumba The Virgilius Eden Valley Viognier |Viognier|Eden Valley, Barossa, South Australia, Australia|57.99|White Wine|0.0|0|2019|93.0|5|4
Laurel Glen Counterpoint Cabernet Sauvignon |Cabernet Sauvignon|Sonoma Mountain, Sonoma Valley, Sonoma County, California, United States|54.99|Red Wine|0.0|0|2018|91.0|4|5
Vasse Felix Cabernet Sauvignon |Cabernet Sauvignon|Margaret River, Western Australia, Australia|44.99|Red Wine|3.7|9|2019|94.0|3|3
Tolaini Valdisanti Toscana |Other Red Blends|Tuscany, Italy|45.99|Red Wine|4.0|7|2019|93.0|4|2
Marcel Deiss Schoenenbourg Grand Cru |Other White Blends|Alsace, France|115.99|White Wine|0.0|0|2017|95.33333333333333|3|2
Mauro Veglio Barolo |Nebbiolo|Barolo, Piedmont, Italy|46.99|Red Wine|0.0|0|2018|91.33333333333333|3|3
Bodega Norton Lote Negro |Bordeaux Red Blends|Mendoza, Argentina|39.99|Red Wine|0.0|0|2018|92.0|5|2
Castello di Bossi Chianti Classico Riserva Berardo |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|42.99|Red Wine|0.0|0|2018|92.66666666666667|3|4
Col Solare Cabernet Sauvignon |Cabernet Sauvignon|Red Mountain, Yakima Valley, Columbia Valley, Washington, United States|85.99|Red Wine|4.2|14|2018|93.6|5|5
Tablas Creek Patelin de Tablas Blanc |Rhone White Blends|Paso Robles, Central Coast, California, United States|26.99|White Wine|3.5|17|2020|91.25|4|4
Hartford Court Four Hearts Chardonnay |Chardonnay|Russian River, Sonoma County, California, United States|49.99|White Wine|4.3|9|2019|94.0|4|4
Wine & Soul Pintas Character Red |Other Red Blends|Douro, Portugal|42.99|Red Wine|0.0|0|2019|91.75|4|2
Schiavenza Barolo Cerretta |Nebbiolo|Barolo, Piedmont, Italy|63.99|Red Wine|0.0|0|2018|93.33333333333333|3|3
Sottimano Barbaresco Cotta |Nebbiolo|Barbaresco, Piedmont, Italy|88.99|Red Wine|0.0|0|2019|94.6|5|3
Yalumba Samuel's Collection Bush Vine Grenache |Grenache|Barossa, South Australia, Australia|28.99|Red Wine|3.9|38|2020|91.66666666666667|3|3
Casarena Owen's Vineyard Cabernet Sauvignon |Cabernet Sauvignon|Mendoza, Argentina|35.99|Red Wine|0.0|0|2019|91.33333333333333|3|2
Chateau La Reverence Grand Cru |Bordeaux Red Blends|St. Emilion, Bordeaux, France|50.99|Red Wine|4.4|68|2019|92.0|4|3
Cortonesi La Mannella Brunello di Montalcino |Sangiovese|Montalcino, Tuscany, Italy|58.99|Red Wine|0.0|0|2016|94.0|4|3
Valdicava Montosoli Brunello di Montalcino (. Liter Magnum) |Sangiovese|Montalcino, Tuscany, Italy|699.99|Red Wine|0.0|0|2016|97.66666666666667|3|3
Iron Horse Classic Vintage Brut |Vintage Sparkling Wine|Green Valley, Russian River, Sonoma County, California, United States|47.99|Sparkling & Champagne|0.0|0|2017|94.0|3|5
Ceretto Barbaresco |Nebbiolo|Barbaresco, Piedmont, Italy|69.99|Red Wine|5.0|20|2019|93.0|3|3
Barton & Guestier Chateau Magnol Cru Bourgeois |Bordeaux Red Blends|Haut Medoc, Bordeaux, France|30.99|Red Wine|3.4|7|2018|90.0|3|3
Louis Latour Aloxe-Corton Les Chaillots Premier Cru |Pinot Noir|Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France|129.99|Red Wine|5.0|22|2019|93.25|4|5
Querciabella Chianti Classico |Sangiovese|Chianti Classico, Chianti, Tuscany, Italy|31.99|Red Wine|4.3|11|2018|91.66666666666667|3|4
Faustino V Reserva |Tempranillo|Rioja, Spain|25.99|Red Wine|0.0|0|2016|91.33333333333333|3|2
Chanin Los Alamos Vineyard Chardonnay |Chardonnay|Santa Barbara, Central Coast, California, United States|52.99|White Wine|0.0|0|2020|94.0|4|4
Quivira Sonoma County Sauvignon Blanc |Sauvignon Blanc|Sonoma County, California, United States|19.99|White Wine|0.0|0|2021|90.33333333333333|3|3
Domaine de Terrebrune Bandol Blanc |Other White Blends|Bandol, Provence, South of France, France|50.99|White Wine|0.0|0|2021|91.66666666666667|3|4
Sanford Sta. Rita Hills Pinot Noir |Pinot Noir|Sta. Rita Hills, Santa Barbara, Central Coast, California, United States|43.99|Red Wine|0.0|0|2020|93.33333333333333|3|5
Chapter  The Flood Pinot Noir |Pinot Noir|Willamette Valley, Oregon, United States|60.99|Red Wine|0.0|0|2016|91.66666666666667|3|3
Mastroberardino Radici Taurasi |Aglianico|Campania, Italy|62.99|Red Wine|4.4|5|2017|93.0|3|2
St. Innocent Temperance Hill Vineyard Pinot Noir |Pinot Noir|Eola-Amity Hills, Willamette Valley, Oregon, United States|49.99|Red Wine|0.0|0|2018|92.5|4|4
